Invoice Date,Month,Season,Product Name,Brand,Price,Discount Price,Quantity,Revenue
2024-09-04,September,Monsoon,Maggi Noodles - Pack 3,MAGGI,0.21,0.19,100,19
2024-05-17,May,Summer,Detergent - Powder - Pack 2,Surf,232.92,195.93,5,979.65
2024-11-01,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,21.22,19.75,10,197.5
2024-02-14,February,Winter,Eggs - Farm Tray - Pack 2,Fresho,26.69,19.13,5,95.65
2024-11-27,November,Festive,Paneer - Fresh - Pack 2,Milky Mist,300.62,236,1,236
2024-11-29,November,Festive,Tender Coconut Water,Fresho,0.14,0.11,250,27.5
2024-07-13,July,Monsoon,Eggs - Farm Tray - Pack 3,Fresho,17.48,12.94,24,310.56
2024-12-03,December,Festive,Bread - Whole Wheat - Pack 2,Harvest,49.65,35.88,2,71.76
2024-04-03,April,Summer,Tender Coconut Water,Fresho,0.28,0.26,100,26
2024-06-30,June,Summer,Milk - Full Cream - Pack 3,Amul,0.05,0.04,4000,160
2024-06-23,June,Summer,Rice - Sona Masoori - Pack 2,BB Royal,55.8,52.67,2,105.34
2024-12-16,December,Festive,Milk - Full Cream - Pack 3,Amul,0.07,0.05,250,12.5
2024-05-21,May,Summer,Detergent - Powder - Pack 3,Surf,193.27,176.08,1,176.08
2024-09-21,September,Monsoon,Tender Coconut Water,Fresho,0.25,0.23,4000,920
2024-02-13,February,Winter,Milk - Full Cream - Pack 2,Amul,0.06,0.04,750,30
2024-11-22,November,Festive,Potato - Pack 2,Fresho,58.96,51.84,3,155.52
2024-05-03,May,Summer,Bread - Whole Wheat - Pack 2,Harvest,69.65,49.1,6,294.6
2024-09-08,September,Monsoon,Carrot,Fresho,58.9,51.72,0.5,25.86
2024-01-09,January,Winter,Toothpaste - Colgate - Pack 3,Colgate,370.77,275.67,3,827.01
2024-10-29,October,Festive,Carrot - Pack 3,Fresho,100.54,77.12,10,771.2
2024-05-04,May,Summer,Toothpaste - Colgate - Pack 2,Colgate,363.39,251.15,12,3013.8
2024-12-14,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,179.95,135.07,5,675.35
2024-12-10,December,Festive,Carrot,Fresho,103.41,77.51,2,155.02
2024-08-05,August,Monsoon,Paneer - Fresh - Pack 3,Milky Mist,331.06,305.58,3,916.74
2024-06-18,June,Summer,Tender Coconut Water - Pack 3,Fresho,0.09,0.07,1500,105
2024-11-28,November,Festive,Milk - Full Cream,Amul,0.07,0.05,200,10
2024-11-02,November,Festive,Potato - Pack 3,Fresho,62.06,47.76,3,143.28
2024-10-25,October,Festive,Frozen Peas - Pack 3,Fresho,0.68,0.48,50,24
2024-12-08,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,135.92,106.55,0.5,53.275
2024-04-04,April,Summer,Potato,Fresho,97.97,68.66,2,137.32
2024-12-01,December,Festive,Frozen Peas,Fresho,0.6,0.53,100,53
2024-12-15,December,Festive,Paneer - Fresh,Milky Mist,639.44,497.3,5,2486.5
2024-09-25,September,Monsoon,Rice - Sona Masoori,BB Royal,95.37,81.01,0.5,40.505
2024-02-21,February,Winter,Tea - Leaf - Pack 3,Red Label,0.45,0.42,750,315
2024-05-31,May,Summer,Rice - Sona Masoori - Pack 2,BB Royal,51.62,47.25,5,236.25
2024-10-23,October,Festive,Detergent - Powder - Pack 2,Surf,194.11,135.44,2,270.88
2024-12-30,December,Festive,Toothpaste - Colgate - Pack 3,Colgate,188.1,143.34,3,430.02
2024-05-20,May,Summer,Carrot,Fresho,160.2,117.42,1,117.42
2024-10-07,October,Festive,Tea - Leaf - Pack 2,Red Label,0.56,0.38,200,76
2024-03-05,March,Winter,Milk - Full Cream - Pack 2,Amul,0.06,0.04,2000,80
2024-09-08,September,Monsoon,Tomato - Pack 3,Fresho,67.08,54.07,5,270.35
2024-10-02,October,Festive,Bread - Whole Wheat - Pack 3,Harvest,39.02,34.5,1,34.5
2024-08-28,August,Monsoon,Eggs - Farm Tray - Pack 2,Fresho,24.31,19.16,6,114.96
2024-06-23,June,Summer,Eggs - Farm Tray - Pack 3,Fresho,7.67,6.48,3,19.44
2024-10-07,October,Festive,Tomato,Fresho,79.14,54.79,3,164.37
2024-12-01,December,Festive,Rice - Sona Masoori,BB Royal,64.45,56.97,0.5,28.485
2024-10-09,October,Festive,Detergent - Powder - Pack 3,Surf,255.29,238.66,10,2386.6
2024-02-07,February,Winter,Bread - Whole Wheat - Pack 3,Harvest,77.87,58.78,4,235.12
2024-01-28,January,Winter,Frozen Peas - Pack 3,Fresho,0.31,0.27,1500,405
2024-12-12,December,Festive,Maggi Noodles,MAGGI,0.3,0.2,250,50
2024-02-13,February,Winter,Tender Coconut Water - Pack 2,Fresho,0.56,0.4,1500,600
2024-03-01,March,Winter,Maggi Noodles - Pack 3,MAGGI,0.25,0.22,2000,440
2024-08-01,August,Monsoon,Eggs - Farm Tray,Fresho,19.29,17.97,3,53.91
2024-04-25,April,Summer,Maggi Noodles,MAGGI,0.32,0.29,750,217.5
2024-07-13,July,Monsoon,Olive Oil - Extra Virgin,BORGES,2.98,2.14,200,428
2024-08-14,August,Monsoon,Paneer - Fresh - Pack 3,Milky Mist,490.32,449.31,2,898.62
2024-12-15,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,26.66,18.15,12,217.8
2024-06-05,June,Summer,Tea - Leaf - Pack 3,Red Label,0.33,0.27,50,13.5
2024-01-31,January,Winter,Tea - Leaf,Red Label,0.28,0.26,100,26
2024-02-20,February,Winter,Tomato,Fresho,67.39,60.61,10,606.1
2024-04-16,April,Summer,Milk - Full Cream,Amul,0.06,0.05,1500,75
2024-05-15,May,Summer,Frozen Peas,Fresho,0.51,0.48,1500,720
2024-03-21,March,Winter,Potato - Pack 3,Fresho,36.8,32.94,0.25,8.235
2024-12-10,December,Festive,Frozen Peas - Pack 2,Fresho,0.63,0.45,2000,900
2024-10-01,October,Festive,Paneer - Fresh,Milky Mist,265.53,214.32,1,214.32
2024-08-28,August,Monsoon,Rice - Sona Masoori,BB Royal,76.06,52.19,2,104.38
2024-10-30,October,Festive,Toothpaste - Colgate - Pack 3,Colgate,57.8,45.09,24,1082.16
2024-11-06,November,Festive,Paneer - Fresh,Milky Mist,301.95,287.38,5,1436.9
2024-08-20,August,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,48.58,42.83,4,171.32
2024-10-30,October,Festive,Detergent - Powder,Surf,122.1,94.89,0.25,23.7225
2024-04-11,April,Summer,Maggi Noodles - Pack 3,MAGGI,0.36,0.29,2000,580
2024-04-25,April,Summer,Maggi Noodles,MAGGI,0.49,0.33,50,16.5
2024-05-16,May,Summer,Paneer - Fresh - Pack 2,Milky Mist,331.82,307.13,5,1535.65
2024-02-06,February,Winter,Paneer - Fresh,Milky Mist,595.76,431.45,5,2157.25
2024-11-09,November,Festive,Bread - Whole Wheat,Harvest,28.21,21.77,3,65.31
2024-05-27,May,Summer,Rice - Sona Masoori - Pack 3,BB Royal,187.13,147.89,0.5,73.945
2024-08-27,August,Monsoon,Carrot - Pack 3,Fresho,63.04,45.05,10,450.5
2024-07-25,July,Monsoon,Tender Coconut Water - Pack 3,Fresho,0.19,0.18,100,18
2024-09-13,September,Monsoon,Eggs - Farm Tray,Fresho,10.77,9.05,1,9.05
2024-08-12,August,Monsoon,Tea - Leaf - Pack 2,Red Label,0.33,0.31,2000,620
2024-10-06,October,Festive,Rice - Sona Masoori - Pack 3,BB Royal,111.09,79.27,0.5,39.635
2024-06-14,June,Summer,Rice - Sona Masoori - Pack 3,BB Royal,65.27,53.69,1,53.69
2024-01-14,January,Winter,Tea - Leaf - Pack 2,Red Label,0.66,0.54,1500,810
2024-12-26,December,Festive,Carrot - Pack 3,Fresho,97.76,69.39,2,138.78
2024-01-11,January,Winter,Paneer - Fresh - Pack 3,Milky Mist,453.88,418.12,10,4181.2
2024-05-17,May,Summer,Toothpaste - Colgate - Pack 3,Colgate,249.78,209.1,3,627.3
2024-03-30,March,Winter,Potato - Pack 3,Fresho,50.72,38.39,1,38.39
2024-08-14,August,Monsoon,Tender Coconut Water,Fresho,0.43,0.36,250,90
2024-04-02,April,Summer,Onion - Pack 3,Fresho,83.33,66.89,5,334.45
2024-08-11,August,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,64.5,48.25,10,482.5
2024-09-08,September,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,70.55,52.04,24,1248.96
2024-08-28,August,Monsoon,Onion - Pack 2,Fresho,34.67,32.09,0.5,16.045
2024-11-12,November,Festive,Rice - Sona Masoori - Pack 3,BB Royal,107.17,82.11,1,82.11
2024-10-14,October,Festive,Toothpaste - Colgate - Pack 3,Colgate,370,250.51,3,751.53
2024-06-17,June,Summer,Bread - Whole Wheat - Pack 3,Harvest,66.09,50.52,12,606.24
2024-09-10,September,Monsoon,Olive Oil - Extra Virgin,BORGES,3.48,2.59,750,1942.5
2024-11-21,November,Festive,Paneer - Fresh,Milky Mist,536.21,420.7,0.25,105.175
2024-01-19,January,Winter,Tea - Leaf,Red Label,0.15,0.11,2000,220
2024-06-10,June,Summer,Frozen Peas,Fresho,0.33,0.25,1500,375
2024-10-15,October,Festive,Detergent - Powder - Pack 3,Surf,153.38,106.98,2,213.96
2024-07-25,July,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.56,0.45,250,112.5
2024-01-01,January,Winter,Potato - Pack 3,Fresho,82.25,60.07,10,600.7
2024-08-24,August,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,2.56,2.16,2000,4320
2024-04-06,April,Summer,Carrot - Pack 2,Fresho,132.37,103.5,5,517.5
2024-09-12,September,Monsoon,Tomato - Pack 2,Fresho,45.36,35.65,0.5,17.825
2024-01-27,January,Winter,Bread - Whole Wheat - Pack 3,Harvest,54.06,42.89,24,1029.36
2024-12-10,December,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,3.76,3.45,250,862.5
2024-11-06,November,Festive,Milk - Full Cream - Pack 2,Amul,0.08,0.06,1000,60
2024-09-05,September,Monsoon,Olive Oil - Extra Virgin,BORGES,5.8,4.08,1000,4080
2024-12-20,December,Festive,Potato - Pack 2,Fresho,73.32,58.54,0.5,29.27
2024-05-02,May,Summer,Detergent - Powder - Pack 2,Surf,154.02,108.23,3,324.69
2024-06-08,June,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,4.67,3.35,5000,16750
2024-07-27,July,Monsoon,Tomato - Pack 3,Fresho,80.08,62.41,2,124.82
2024-10-15,October,Festive,Milk - Full Cream - Pack 2,Amul,0.04,0.03,250,7.5
2024-03-01,March,Winter,Eggs - Farm Tray - Pack 3,Fresho,24.59,19.16,6,114.96
2024-03-19,March,Winter,Milk - Full Cream,Amul,0.05,0.04,200,8
2024-05-29,May,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,1.78,1.5,500,750
2024-05-19,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,3.39,3.01,200,602
2024-09-04,September,Monsoon,Toothpaste - Colgate - Pack 2,Colgate,123.88,93.07,3,279.21
2024-05-04,May,Summer,Toothpaste - Colgate - Pack 3,Colgate,392.63,301.18,6,1807.08
2024-03-15,March,Winter,Onion - Pack 2,Fresho,121.41,86.91,0.25,21.7275
2024-12-16,December,Festive,Paneer - Fresh - Pack 2,Milky Mist,532.22,430.09,5,2150.45
2024-03-10,March,Winter,Rice - Sona Masoori - Pack 2,BB Royal,178.51,137.79,0.25,34.4475
2024-05-21,May,Summer,Rice - Sona Masoori - Pack 3,BB Royal,94.61,66.94,1,66.94
2024-07-31,July,Monsoon,Tea - Leaf - Pack 2,Red Label,0.41,0.3,500,150
2024-12-04,December,Festive,Carrot - Pack 2,Fresho,89.91,78.74,2,157.48
2024-10-01,October,Festive,Toothpaste - Colgate - Pack 3,Colgate,188,136.9,3,410.7
2024-11-08,November,Festive,Frozen Peas - Pack 2,Fresho,1.09,0.98,750,735
2024-09-07,September,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,50.69,42.47,24,1019.28
2024-08-16,August,Monsoon,Tender Coconut Water - Pack 3,Fresho,0.2,0.17,200,34
2024-06-25,June,Summer,Tomato,Fresho,97.18,67.54,0.25,16.885
2024-12-09,December,Festive,Tea - Leaf - Pack 3,Red Label,0.84,0.58,250,145
2024-11-11,November,Festive,Milk - Full Cream - Pack 3,Amul,0.06,0.05,4000,200
2024-05-02,May,Summer,Carrot - Pack 2,Fresho,94.99,79.9,2,159.8
2024-04-29,April,Summer,Onion - Pack 2,Fresho,89.59,60.33,0.25,15.0825
2024-07-29,July,Monsoon,Eggs - Farm Tray - Pack 2,Fresho,5.62,4.78,6,28.68
2024-11-30,November,Festive,Toothpaste - Colgate - Pack 3,Colgate,135.48,128.58,12,1542.96
2024-07-14,July,Monsoon,Tomato,Fresho,89.13,64.71,2,129.42
2024-12-24,December,Festive,Tea - Leaf - Pack 2,Red Label,0.08,0.07,750,52.5
2024-03-18,March,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,2.89,2.45,350,857.5
2024-01-19,January,Winter,Tea - Leaf,Red Label,0.39,0.3,2000,600
2024-12-15,December,Festive,Rice - Sona Masoori,BB Royal,59.21,54.15,5,270.75
2024-10-13,October,Festive,Bread - Whole Wheat - Pack 3,Harvest,51.39,42.31,6,253.86
2024-08-13,August,Monsoon,Carrot,Fresho,85.64,80.01,0.5,40.005
2024-11-28,November,Festive,Tomato - Pack 3,Fresho,78.54,61.18,5,305.9
2024-10-19,October,Festive,Carrot,Fresho,87.83,66.24,3,198.72
2024-03-20,March,Winter,Carrot - Pack 2,Fresho,111.85,87.5,2,175
2024-11-03,November,Festive,Maggi Noodles - Pack 3,MAGGI,0.34,0.26,2000,520
2024-12-28,December,Festive,Maggi Noodles,MAGGI,0.27,0.2,50,10
2024-10-11,October,Festive,Tea - Leaf - Pack 3,Red Label,0.67,0.49,500,245
2024-09-30,September,Monsoon,Detergent - Powder - Pack 3,Surf,247.14,211.32,5,1056.6
2024-11-10,November,Festive,Rice - Sona Masoori - Pack 3,BB Royal,156.66,119.35,10,1193.5
2024-09-06,September,Monsoon,Carrot - Pack 2,Fresho,70.28,51.82,3,155.46
2024-01-19,January,Winter,Onion - Pack 3,Fresho,51.75,41.45,3,124.35
2024-04-30,April,Summer,Tea - Leaf - Pack 3,Red Label,0.32,0.28,200,56
2024-05-27,May,Summer,Maggi Noodles - Pack 3,MAGGI,0.61,0.44,1500,660
2024-02-16,February,Winter,Potato,Fresho,66.58,51.12,5,255.6
2024-02-20,February,Winter,Detergent - Powder,Surf,168.1,149.03,2,298.06
2024-02-21,February,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,4.32,3.19,750,2392.5
2024-06-02,June,Summer,Frozen Peas - Pack 2,Fresho,0.72,0.63,500,315
2024-01-24,January,Winter,Paneer - Fresh,Milky Mist,397.93,267.46,1,267.46
2024-10-08,October,Festive,Milk - Full Cream - Pack 2,Amul,0.07,0.05,500,25
2024-11-17,November,Festive,Maggi Noodles - Pack 2,MAGGI,0.33,0.25,750,187.5
2024-05-05,May,Summer,Frozen Peas - Pack 2,Fresho,0.42,0.32,500,160
2024-04-02,April,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.62,4.58,1000,4580
2024-10-11,October,Festive,Bread - Whole Wheat - Pack 2,Harvest,37.29,31.62,3,94.86
2024-07-14,July,Monsoon,Frozen Peas,Fresho,0.47,0.38,100,38
2024-05-03,May,Summer,Paneer - Fresh - Pack 2,Milky Mist,375.85,264.2,5,1321
2024-03-14,March,Winter,Paneer - Fresh - Pack 3,Milky Mist,320.06,241.18,3,723.54
2024-12-21,December,Festive,Toothpaste - Colgate - Pack 2,Colgate,155.63,115.16,4,460.64
2024-11-02,November,Festive,Olive Oil - Extra Virgin,BORGES,3.81,3.55,350,1242.5
2024-08-26,August,Monsoon,Tea - Leaf - Pack 3,Red Label,0.48,0.44,750,330
2024-03-21,March,Winter,Tomato - Pack 3,Fresho,63.7,43.31,0.25,10.8275
2024-11-14,November,Festive,Maggi Noodles,MAGGI,0.46,0.33,1500,495
2024-06-02,June,Summer,Milk - Full Cream,Amul,0.04,0.04,750,30
2024-08-05,August,Monsoon,Potato - Pack 3,Fresho,71.67,52.11,5,260.55
2024-08-21,August,Monsoon,Onion - Pack 3,Fresho,93.64,82.93,0.5,41.465
2024-04-11,April,Summer,Onion - Pack 3,Fresho,87.62,77.28,10,772.8
2024-09-04,September,Monsoon,Frozen Peas - Pack 3,Fresho,0.93,0.88,500,440
2024-11-18,November,Festive,Toothpaste - Colgate,Colgate,393.64,327.82,2,655.64
2024-05-31,May,Summer,Tender Coconut Water - Pack 3,Fresho,0.37,0.29,5000,1450
2024-05-31,May,Summer,Tomato - Pack 3,Fresho,52.71,37.28,10,372.8
2024-12-24,December,Festive,Bread - Whole Wheat,Harvest,66.07,49.24,3,147.72
2024-10-02,October,Festive,Frozen Peas,Fresho,0.07,0.06,200,12
2024-01-26,January,Winter,Milk - Full Cream,Amul,0.06,0.05,4000,200
2024-09-11,September,Monsoon,Rice - Sona Masoori,BB Royal,167.89,130.97,10,1309.7
2024-05-26,May,Summer,Potato - Pack 3,Fresho,34.61,31.09,2,62.18
2024-04-27,April,Summer,Milk - Full Cream - Pack 3,Amul,0.04,0.03,350,10.5
2024-06-29,June,Summer,Tender Coconut Water - Pack 2,Fresho,0.57,0.48,500,240
2024-10-25,October,Festive,Frozen Peas - Pack 2,Fresho,0.36,0.3,50,15
2024-03-11,March,Winter,Paneer - Fresh,Milky Mist,381.01,339.62,0.25,84.905
2024-01-21,January,Winter,Detergent - Powder - Pack 2,Surf,310.09,231.86,3,695.58
2024-11-26,November,Festive,Milk - Full Cream,Amul,0.06,0.05,750,37.5
2024-11-16,November,Festive,Tomato - Pack 3,Fresho,67.98,45.47,2,90.94
2024-02-16,February,Winter,Bread - Whole Wheat - Pack 3,Harvest,70.23,48.08,10,480.8
2024-06-16,June,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.99,4.3,5000,21500
2024-03-30,March,Winter,Detergent - Powder - Pack 2,Surf,251.88,195.61,10,1956.1
2024-12-09,December,Festive,Bread - Whole Wheat - Pack 3,Harvest,62.39,56.69,2,113.38
2024-07-06,July,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,2.34,1.81,2000,3620
2024-05-19,May,Summer,Carrot - Pack 2,Fresho,56.32,49.3,1,49.3
2024-05-11,May,Summer,Toothpaste - Colgate - Pack 2,Colgate,87.26,68.19,12,818.28
2024-09-03,September,Monsoon,Potato,Fresho,63.77,50.79,2,101.58
2024-05-31,May,Summer,Potato,Fresho,71.76,60.37,3,181.11
2024-06-22,June,Summer,Onion - Pack 2,Fresho,109.45,78.99,2,157.98
2024-08-27,August,Monsoon,Toothpaste - Colgate - Pack 2,Colgate,65.12,54.04,2,108.08
2024-03-13,March,Winter,Potato - Pack 2,Fresho,82.24,76.07,3,228.21
2024-04-25,April,Summer,Maggi Noodles,MAGGI,0.18,0.16,50,8
2024-07-22,July,Monsoon,Tomato - Pack 3,Fresho,60.73,41.85,10,418.5
2024-07-06,July,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.3,0.22,1000,220
2024-11-20,November,Festive,Detergent - Powder,Surf,269.99,223.78,10,2237.8
2024-12-08,December,Festive,Carrot - Pack 3,Fresho,113.39,82.31,3,246.93
2024-11-17,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,23.99,16.1,1,16.1
2024-05-14,May,Summer,Tender Coconut Water - Pack 3,Fresho,0.46,0.37,5000,1850
2024-07-09,July,Monsoon,Tea - Leaf,Red Label,0.23,0.19,250,47.5
2024-10-30,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,282.44,209.67,0.5,104.835
2024-06-16,June,Summer,Rice - Sona Masoori,BB Royal,71.81,66.47,10,664.7
2024-04-23,April,Summer,Toothpaste - Colgate - Pack 3,Colgate,241.27,178.4,1,178.4
2024-08-25,August,Monsoon,Potato,Fresho,51,44.14,0.5,22.07
2024-06-03,June,Summer,Eggs - Farm Tray - Pack 2,Fresho,9.34,6.24,1,6.24
2024-02-29,February,Winter,Eggs - Farm Tray - Pack 3,Fresho,18.5,13.24,6,79.44
2024-10-05,October,Festive,Milk - Full Cream - Pack 3,Amul,0.04,0.04,350,14
2024-12-03,December,Festive,Detergent - Powder,Surf,200.7,170.98,3,512.94
2024-10-31,October,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,6.6,4.52,4000,18080
2024-03-10,March,Winter,Rice - Sona Masoori - Pack 2,BB Royal,108.33,101.14,5,505.7
2024-11-17,November,Festive,Bread - Whole Wheat - Pack 2,Harvest,61.38,51.43,10,514.3
2024-08-02,August,Monsoon,Tea - Leaf - Pack 3,Red Label,0.16,0.13,1000,130
2024-03-20,March,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,2.26,1.96,1500,2940
2024-02-20,February,Winter,Frozen Peas,Fresho,1.2,0.82,200,164
2024-07-27,July,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,6.33,4.87,1000,4870
2024-05-23,May,Summer,Tomato - Pack 3,Fresho,43.71,36.47,2,72.94
2024-11-17,November,Festive,Potato - Pack 3,Fresho,35.16,25.55,2,51.1
2024-11-26,November,Festive,Eggs - Farm Tray,Fresho,11.23,8.3,1,8.3
2024-07-04,July,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,352.68,310.82,1,310.82
2024-12-27,December,Festive,Toothpaste - Colgate - Pack 2,Colgate,122.73,107.28,24,2574.72
2024-12-22,December,Festive,Bread - Whole Wheat,Harvest,61.6,58.28,5,291.4
2024-11-20,November,Festive,Eggs - Farm Tray,Fresho,22.16,15.95,2,31.9
2024-10-16,October,Festive,Paneer - Fresh,Milky Mist,369.29,318.99,5,1594.95
2024-08-20,August,Monsoon,Milk - Full Cream - Pack 3,Amul,0.05,0.04,500,20
2024-10-28,October,Festive,Bread - Whole Wheat - Pack 2,Harvest,39.01,30.46,5,152.3
2024-01-11,January,Winter,Maggi Noodles - Pack 2,MAGGI,0.1,0.07,1500,105
2024-11-12,November,Festive,Maggi Noodles,MAGGI,0.56,0.46,750,345
2024-10-17,October,Festive,Tea - Leaf - Pack 3,Red Label,0.41,0.36,50,18
2024-04-15,April,Summer,Carrot,Fresho,110.62,84.26,0.25,21.065
2024-12-10,December,Festive,Frozen Peas - Pack 2,Fresho,0.38,0.33,1000,330
2024-10-28,October,Festive,Eggs - Farm Tray - Pack 3,Fresho,15.23,13.12,10,131.2
2024-04-29,April,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,5.73,4.77,5000,23850
2024-10-19,October,Festive,Maggi Noodles - Pack 2,MAGGI,0.33,0.24,1500,360
2024-01-02,January,Winter,Bread - Whole Wheat - Pack 2,Harvest,33.18,25.6,3,76.8
2024-10-19,October,Festive,Carrot - Pack 3,Fresho,116.95,81.92,3,245.76
2024-05-08,May,Summer,Potato - Pack 2,Fresho,81.38,65.86,10,658.6
2024-02-26,February,Winter,Rice - Sona Masoori - Pack 2,BB Royal,124.16,117.79,0.5,58.895
2024-01-14,January,Winter,Maggi Noodles - Pack 3,MAGGI,0.27,0.2,1500,300
2024-11-15,November,Festive,Detergent - Powder,Surf,237.89,225.04,3,675.12
2024-05-01,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,2.8,2.65,2000,5300
2024-01-09,January,Winter,Frozen Peas - Pack 2,Fresho,0.66,0.56,500,280
2024-10-07,October,Festive,Maggi Noodles - Pack 3,MAGGI,0.6,0.41,1000,410
2024-11-23,November,Festive,Tomato,Fresho,47.63,35.84,0.25,8.96
2024-02-02,February,Winter,Paneer - Fresh - Pack 2,Milky Mist,344.25,280.2,10,2802
2024-07-04,July,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,44.48,38.36,10,383.6
2024-02-25,February,Winter,Detergent - Powder - Pack 3,Surf,329.96,230.49,0.5,115.245
2024-04-23,April,Summer,Rice - Sona Masoori - Pack 3,BB Royal,61.39,50.29,10,502.9
2024-01-23,January,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,1.29,1.22,1500,1830
2024-09-23,September,Monsoon,Carrot - Pack 2,Fresho,144.25,107.63,0.25,26.9075
2024-12-22,December,Festive,Bread - Whole Wheat,Harvest,81.66,55.79,2,111.58
2024-02-01,February,Winter,Eggs - Farm Tray - Pack 3,Fresho,25.08,18.42,4,73.68
2024-07-24,July,Monsoon,Toothpaste - Colgate,Colgate,181.83,124.04,12,1488.48
2024-02-25,February,Winter,Detergent - Powder - Pack 2,Surf,171.15,119.46,1,119.46
2024-08-15,August,Monsoon,Onion - Pack 2,Fresho,103,75.14,0.5,37.57
2024-10-11,October,Festive,Tea - Leaf - Pack 2,Red Label,0.27,0.21,100,21
2024-10-19,October,Festive,Toothpaste - Colgate,Colgate,323.16,249.88,10,2498.8
2024-11-05,November,Festive,Tea - Leaf,Red Label,0.65,0.48,200,96
2024-06-15,June,Summer,Potato - Pack 3,Fresho,28.95,23.22,3,69.66
2024-12-16,December,Festive,Potato - Pack 2,Fresho,93.52,78.14,1,78.14
2024-08-20,August,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,113.71,93.97,1,93.97
2024-08-08,August,Monsoon,Tea - Leaf,Red Label,0.2,0.15,1000,150
2024-12-29,December,Festive,Tea - Leaf,Red Label,0.56,0.47,100,47
2024-12-23,December,Festive,Paneer - Fresh,Milky Mist,251.43,224.61,5,1123.05
2024-04-20,April,Summer,Frozen Peas,Fresho,0.89,0.75,200,150
2024-04-26,April,Summer,Tomato,Fresho,84.3,67.43,0.25,16.8575
2024-08-20,August,Monsoon,Paneer - Fresh - Pack 3,Milky Mist,281.37,226.19,0.25,56.5475
2024-10-13,October,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,3.34,3.05,2000,6100
2024-11-10,November,Festive,Potato - Pack 3,Fresho,78.32,55.82,1,55.82
2024-07-10,July,Monsoon,Tea - Leaf,Red Label,0.26,0.21,50,10.5
